Name,Price,Discount,Final_rating,Number_of_ratings,5star,4star,3star,2star,1star,Brand,Genre,Sub-Genre,Publication_day,Publication_month,Publication_year,Operating_system,Sub_operating_system,Format,Platform,Other_features,Description,Description_bullets_num,Description_size
Grand Theft Auto Online: Whale Shark Cash Card [Online Game Code],49.99,0.0,3.7,106,61,4,13,5,21,Rockstar Games,Action_games,0,14,April,2015,Windows 8, Windows 7,0,PC,0,0,0,0
Reel Deal Slots Mystic Forest (Jewel Case),-1.0,-1.0,4.0,24,16,1,1,0,4,Phantom EFX,Casino-game-genre,0,0,0,0,Windows Vista, Windows XP,CD-ROM,PC,0,"RANKINGS - There are player-rankings for every game (each table game and slots). Climb the rankings to become top-ranked on different games and get invited to extreme high-dollar Invitational tournaments to become top-ranked and get yourself a Belt to drape over your player-box, showing everyone you are the boss
GUILDS - You have the ability to start and join player-guilds. Enjoy the ability to challenge other guilds in Guild Vs. Guild tournaments as well as battle it out for special Guild-Wide rewards for out-performing other guilds each week
SPECIAL Tournaments - Enjoy a new batch of tournament types such as Invitational , King of the Hill , Guild Vs. Guild , 24-hour Log-In and Winning Spins
In-Suite TABLES - win the ability to purchase and place table-games in your expanded suites as well as slots. You will be able to host your own tournaments, in your own suites, and get a bonus of everyone's experience
New MALL Items and suites - allowing you to further customize and specialize your own suites",5,171
"Mystery Case Files DIRE GROVE , SACRED GROVE + Bridge to Another World: THE OTHERS Hidden Object PC Game",-1.0,-1.0,4.5,28,17,8,2,0,0,0,Computer and Video Game Collections, Adventure Games,0,0,0,Windows XP, VISTA,DVD-ROM,0,0,"2 Game Pack Mystery Case Files Dire Grove, Sacred Grove Also inside: Bridge to Another World: The Others Hidden Object Adventure
Enjoy hours of Hidden Object fun and adventure with these 2 highly rated games.",2,35
Railroad Pioneer [Download],4.99,0.0,4.0,16,9,1,2,1,1,Nordic Games,Simulation_games,0,10,February,2004,Windows XP, Windows,0,PC,0,"You can download your game or software order an unlimited number of times for personal use.
Please check the system requirements to verify this game works with your computer and/or operating system before purchase.
You can also shop for digital games on your mobile device.",3,45
Elex - PC,36.24,3.71,3.3,9,3,1,0,1,2,THQ Nordic,Role-playing-game-genre,0,0,0,0,Windows 8, Windows 7,DVD-ROM,PC,0,"Find a companion, choose a faction and influence the world. In ELEX there is no traditional class system. Instead you must earn the trust of experienced teachers to develop the skills you select.
Be it a hammer, a rocket launcher or the power of magic, ELEX balances science, fantasy and brute force to let you choose the combat style that fits your role best!
Your attitude towards the people you meet will influence those around you. Will you make an ally or an enemy? Is now the time to show emotion or take the course of logic?
Go where you want, choose your battles and your allies, the only thing in the world that will stop you, are the mutant creatures that live in Magellan's Elex polluted landscapes.
Walk, run, or punch your jetpack into action, if you can see it, you can reach it. Open world role-playing has never been more open.",5,153
Classic Games Galore (Jewel Case) - PC,-1.0,-1.0,3.7,13,3,5,1,1,1,Atari,Arcade Games,0,0,0,0,Windows ME, Windows XP,CD-ROM,Pc,0,"Get great games like Missile Command, Outlaw, Slot Racers and more
Centipede, Millipede, Breakout, Marble Madness and others are waiting for you
Faithful reproductions, down to the last detail -- all the sounds, action and gameplay that made these games classic!",3,41
Legendary - PC,9.97,0.0,3.6,30,12,3,6,3,3,Gamecock Media Group,Shooter_action_games,0,0,0,0,Windows XP, Windows Vista,DVD-ROM,PC,0,"A fantasy shooter set in an unprepared, modern world
A massive, blockbuster movie experience - society collapses around you as man and machine take on the beasts of legend in a spectacular battle
Awe-inspiring fire-fights where high-caliber ordinance meets beak, talon, fang and claw
Dynamic environments crumble around you as you and your enemies literally tear a living, breathing environment apart in your battle to stay alive
Devastation is realized on an unprecendented scale. See London burn to the ground and witness New York torn apart through spectacular supernatural destruction",5,90
Sid Meier’s Civilization VI Anthology - PC [Online Game Code],35.0,64.99,4.4,13,8,1,1,1,0,2K,Turn_based_strategy_games,0,10,June,2021,Windows 10,0,0,PC,0,"The ultimate entry point for any gamers new to the greatest strategy game series of all time
The package includes the Sid Meier’s Civilization VI game, six DLC packs*, the Rise and Fall and Gathering Storm expansions, and the full New Frontier Pass content pack.
Save vs buying DLC packs a la carte. Individual DLC and Expansions may be sold separately. If you already own any Civilization VI standalone content, do not buy this product or you will be double-charged for content.",3,82
"Legends of Horror A Terrifying Hidden Object Collection, 5 Chilling Premium Games",-1.0,-1.0,3.6,2,1,0,0,0,0,0,Adventure-game-genre,0,0,0,0,Windows XP  Vista 7,0,CD-ROM,Pc,0,0,0,0
IGT Slots: Little Green Men - PC/Mac,19.95,0.0,4.2,197,118,29,23,19,5,Masque Publishing,Casino-game-genre,0,0,0,0,Mac OS X, Mac OS X 10.4 Tiger,CD-ROM,"PC, Mac",0,IGT Slots: Little Green Men,1,5
Mafia - PC,-1.0,-1.0,4.1,148,97,11,11,11,13,Gathering,Shooter Action Games,0,27,August,2002,0,0,CD-ROM,Pc,0,"Work as a hitman, enforcer or getaway driver in the era of big bands, Model T's, and zoot suits
Don Salieri will assign you 20 difficult and exciting missions -- the more you complete successfully, the higher the rank you'll earn
Use your tommy gun to rub out your enemies and drive over 60 vehicles from the era
Fantastically-rendered 3D graphics make you feel like you're in a 1930s-era American city
Will you become a made man, or will it be curtains for you?",5,84
Druid Kingdom [Download],6.89,0.0,3.1,2,1,0,0,0,0,ScreenSeven,Time_management_game,0,6,June,2014,Windows Vista, Windows 8,0,PC,0,"A game mechanic that combines the specifics of time management, simulator, and strategy
Enjoy a whimsical and engaging plot line with brave characters
Explore four fairytale settings, superb graphics and sounds
Immerse yourself in this fun and divered time management gem",4,41
Brainstorm: The Game Show (Jewel Case) - PC,-1.0,-1.0,5.0,1,1,0,0,0,0,Global Star Software,Strategy Games, Puzzle-game-genre,0,0,0,Windows ME, Windows XP,CD-ROM,Pc,0,"Format: PC CD-ROM
Number of Discs: 1
Publisher: Global Star Software",3,11
Ultimate Quake - PC,-1.0,-1.0,4.8,21,17,3,0,0,0,ACTIVISION,Shooter Action Games,0,0,0,0,Windows ME, Windows 95,CD-ROM,Pc,0,"In the original Quake, you'll use futuristic weapons against horrible creatures. Face the cannibalistic Ogre, fiendish Vore and indestructible Schambler using lethal nails and rocket and even grenade launchers. 32 savage single-player levels and 6 Deathmatch levels, through a LAN or Internet connection.
In Quake II you learn that hundreds of your men have been reduced to just a few. Take down the enemy's war machine before humanity is lost. Explore large mission-based levels riddled with monsters. Experience impressive enemy AI and in-your-face sounds and graphics. Take on more than 32 players in Deathmatch over LAN or Internet.
Quake III - Arena takes you to a place where high-ranking warriors are transformed into spindeless mush. Lunge onto a stage of harrowing landscapes and veiled abysses. Unleash 9 weapons, from plasma guns to rocket launchers. Choose from 40 characters, including the motherlode, Lucy. Enter the frenzy of single-player or multi-player mosh pits.",3,151
Agon - The Mysterious Codex [Download],9.99,0.0,-1.0,-1,-1,-1,-1,-1,-1,Plug In Digital,Adventure_games,0,18,November,2015,Windows Vista, Windows 8,0,PC,0,"Intriguing plot from an award-winning story-teller, Story-driven puzzles
Exploration and travel to exotic places, Engaging characters and excellent voice acting
Rich atmospheric sound, authentic music, Historically correct, gorgeous graphics
Re-playable ancient board games, Suitable for all from 10 to 80++
Runs on older technology",5,44
Command & Conquer Generals Deluxe Edition (PC CD) includes Command & Conquer Generals and the Zero Hour Expansion (EA Value Games Edition),-1.0,-1.0,3.6,4,1,0,0,0,1,0,Real-time-strategy-game-genre,0,0,0,0,Windows 7, Windows 2000,CD-ROM,Pc,0,0,0,0
Borderlands 2: Commander Lilith & the Fight for Sanctuary [Online Game Code],14.99,0.0,3.9,9,6,0,0,0,2,2K,Shooter_action_games,0,9,July,2019,Windows Vista, Windows XP,0,ERROR:#REF!,0,This content requires the base game Borderlands 2 on Steam in order to play.,1,14
The Sims Medieval - PC/Mac,39.49,0.0,4.3,563,394,45,50,5,61,Electronic Arts,Artificial_life_simulation_games, Life-simulation-game-genre,0,0,0,Windows Vista, Windows XP,DVD-ROM,"PC, Mac",0,"A living world of Sims in an age of adventure, drama, and romance
Enhanced graphics, lighting, animations, and more lifelike Sims
Create heroes, build up their skills and send them on epic quests
Quests drive your kingdom's story - Good or evil, cruel or kind, romantic or warlike
Build a Kingdom - Start with an empty field and build up your kingdom, deciding its ultimate ambition and working to achieve its destiny",5,72
SpellForce 2 - Anniversary Edition [Online Game Code],14.99,0.0,3.6,19,10,0,3,0,5,THQ Nordic,Strategy_games,0,13,April,2017,Windows 8.1, Windows XP,0,PC,0,"SpellForce 2 - Anniversary Edition: ""SpellForce 2 – Shadow Wars"" and the add-on ""SpellForce 2 – Dragon Storm""
Re-implemented multiplayer and NAT traversal for a smooth online experience
Many Bugfixes
Full compatibility with modern operating systems",4,36
Big Fish: Jewel Legends 2: Atlantis and Magical Kingdom - PC,-1.0,-1.0,2.8,10,2,1,2,0,4,ACTIVISION,Puzzle-game-genre,0,0,0,0,Windows Vista, Windows XP,CD-ROM,PC,0,Big fish Jewel legends,1,4
"Spore Galactic Adventures Expansion Pack - PC/Mac, Requires Spore to play.",-1.0,-1.0,4.5,215,161,23,10,10,10,Electronic Arts,Adventure_games,0,0,0,0,Mac OS X, Mac OS X 10.4 Tiger,DVD-ROM,"PC, Mac",0,"Terraform planets and for the first time place buildings, creatures, vehicles.
Play Maxis-created missions all over the galaxy, featuring puzzle, combative, racing, and social gameplay styles.
Level up your space captain and ans be rewarded by earning more than 30 powerful new accessories including Energy Blade, Acrobat Dance, Hover, Stunning Charm, Jump Jet.
Create your own missions with the all-new Adventure Creator and then share then online.
Play and rank an endless supply of adventures when you join the vibrant SPORE community.",5,82
Madden NFL 21 Standard - Steam PC [Online Game Code],59.99,0.0,3.9,42,23,4,5,2,6,Electronic Arts,Sports_games, Sports_and_outdoors_games,28,August,2020,Windows 10,0,0,PC,0,"Madden Ultimate Team: pull up for a brand-new season of fresh and fun Ultimate Team content and competitive team building. Earn MUT coins via Ultimate Team challenges and finesse your depth chart via strategic decisions.
Franchise: play through a full NFL career and leave your legacy as a player, coach or owner with single-player and multiplayer online-connected leagues.
New Ball-Carrier special moves (skill stick): ball carrier evasive moves are now all on the right stick, offering more control to Link moves together pulling off highlight-rebels combo moves.
Exhibition: compete in head-to-head online and offline games (single and multi-player) or single player offline against the CPU.  Customize your game settings including time of quarters, rules, stadiums, and uniforms.
New user-friendly pass rush mechanics: feel full control and responsiveness while performing specific pass rush moves. Choose the move you want via a directional stick input with full control to branch to a combo move at any time.",5,155
Amazing Adventures: Around The World,-1.0,-1.0,4.2,19,12,1,2,0,1,PopCap Games,Adventure Games,0,0,0,0,Windows XP Home Edition, Windows XP Professional Edition,CD-ROM,Pc,0,Brand New in box. The product ships with all relevant accessories,1,11
Hoyles Classic Casino & Sierra Game Room (Jewel Case) - PC,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,Vivendi Universal,Arcade-game-genre, Action Video Games,0,0,0,Windows ME, Windows 98,CD-ROM,Pc,0,"2 Games in one package
Hoyles Classic Casino
Sierra Game Room
For PC",4,13
Call of Duty: Ghosts - Snoop Dogg VO Pack [Online Game Code],2.99,0.0,3.3,2,0,0,1,0,0,ACTIVISION,Shooter_action_games,0,22,May,2014,Windows 8, Windows 7,0,PC,0,0,0,0
Motor Town: Soul of the Machine [Download],6.99,0.0,4.6,5,2,2,0,0,0,Alawar Entertainment,Seek_and_find_games,0,15,March,2017,Windows 8.1, Windows XP,0,PC,0,"34 eerie locations
Ten hidden object scenes
21 min-bending mini-games
Learning-as-you-play tutorial
Unlimited hints and tips",5,16
Tourist Trap - Hidden Object Game [Download],1.99,0.0,3.6,4,0,2,0,0,0,Big Leap Studios PVT. LTD.,Seek_and_find_games,0,20,March,2014,Windows Vista, Windows XP,0,PC,0,"10 Fun Levels
Pinch to Zoom
40 Objects Per Level
400 Hidden Objects to Find
Level Map will Save Progress",5,20
Brother Bear - PC,-1.0,-1.0,3.8,16,8,1,2,2,1,Disney Interactive Studios,Childrens Adventure Software Games,0,0,0,0,Windows ME, Windows XP,CD-ROM,Pc,0,"Explore Kenai's fully-interactive world in this real-time, 3-D game
Comical narration explains the transformation of Kenai into his rival the bear
Set in a lush environment
Game based upon Brother Bear's grand adventures
Play Kenai and Koda as bears; transform into a wolf, a crow, or an eagle",5,48
Ghost Recon Adv Warfighter,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,UBI Soft,Shooter Action Games,0,0,0,0,0,0,CD-ROM,PC,0,"
Make sure this fits by entering your model number.
Make sure this fits by entering your model number.
by entering your model number.
Become the soldier of the future - Use a fully integrated combat system with cutting-edge weapons and communication systems, all based on real military research
Use the revolutionary Cross-Com, a communication device powered by satellite technology -
Attached to the soldier's monocle, it commands the allied forces and drones, directing artillery and air strikes and providing visual and auditory intelligence for full situational awareness
Stunning urban environments - the game takes place in a meticulously detailed Mexico City, one of the world's largest urban areas. Visit multiple locations all over the capital, for complete immersion in the urban war of the future
Top-notch multiplayer experience delivers industry-leading multiplayer and cooperative gameplay for one of the hottest online franchises",9,141
Sid Meier's Civilization IV,-1.0,-1.0,3.9,454,236,95,36,13,72,2K,Strategy_games,0,24,October,2005,Windows XP, Windows 2000,0,Pc,0,"Match wits against world leaders in a quest to build the ultimate empire
Detailed, living 3D world with animated units and customizable armies
Flexible tech tree provides more strategic choices for developing civilizations
Easy-to-use interface; team play offers new way of setting locked alliances
Single player or multiplayer gameplay options",5,50
The Sims 4 - Kids Room Stuff [Online Game Code],6.99,3.0,4.7,702,582,70,35,7,14,Electronic Arts,Strategy_games,0,23,June,2016,Windows XP, Windows Vista,0,PC,0,"Requires The Sims 4 Game (Sold Separately) And All Game Updates To Play
Customize Kids Rooms – Build kids bedrooms that are both expressive and full of style. Excite your Sim’s imagination with colorful new furniture and themed decorations ranging from space robots to fun flower flourishes.
Battle with Monsters – Collect and trade monster cards featuring your Sim’s favorite magical creatures. Use cards in the electronic battle station to bring them to life and challenge friends to a monster duel that’s sure to excite.
Play with Puppets – With the all-new puppet theater and a bit of imagination, Sims can tell a variety of whimsical stories to entertain an audience of family and friends.
Kids Fashion – Trendy yet playful kids clothing and hairstyles let Sims showcase their individual style, or highlight obsession with the latest tween heartthrob.",5,139
Saga Frontier Remastered - PC [Online Game Code],24.99,0.0,-1.0,-1,-1,-1,-1,-1,-1,Square Enix,Role_playing_games, Action_games,15,April,2021,Windows 8.1, Windows 10,0,PC,0,"New Main Character, Fuse! The new main character, Fuse, can be played once certain conditions have been fulfilled. The Fuse scenario features great new tracks from Kenji Ito, and is full of new content. Discover a different side to the other main characters.
Phantom Cutscenes, Implemented at last Several cutscenes that were have been added to Asellus's scenario. Delve deeper into the story than before.
Improved Graphics and Extensive New Features Alongside upgraded high-resolution graphics, the UI has been updated and improved. Additional new features have been added, including double-speed mode, making gameplay smoother than ever.",3,96
Dragon Ball Z: Kakarot Deluxe Edition - PC [Online Game Code],84.99,0.0,4.3,3,1,0,1,0,0,BANDAI NAMCO Entertainment,Action_games,0,16,January,2020,Windows 8, Windows 7,0,PC,0,Includes the full game plus Season Pass (2 original episodes and a new story),1,14
Sid Meier's Civilization IV,-1.0,-1.0,3.9,454,236,95,36,13,72,2K,Strategy_games,0,24,October,2005,Windows XP, Windows 2000,0,Pc,0,"Match wits against world leaders in a quest to build the ultimate empire
Detailed, living 3D world with animated units and customizable armies
Flexible tech tree provides more strategic choices for developing civilizations
Easy-to-use interface; team play offers new way of setting locked alliances
Single player or multiplayer gameplay options",5,50
Crime Secrets: Crimson Lily [Download],1.99,4.9,3.1,17,4,1,3,5,1,ScreenSeven,Seek_and_find_games,0,10,October,2016,Windows 8.1, Windows 8,0,PC,0,"Solve a gruesome murder mystery
Find the truth behind tricky puzzles and riddles
Search a snowbound town for hints and clues
Enjoy a first-class Hidden-Object thriller",4,26
The Sims 4 - Kids Room Stuff [Online Game Code],6.99,3.0,4.7,702,582,70,35,7,14,Electronic Arts,Strategy_games,0,23,June,2016,Windows XP, Windows Vista,0,PC,0,"Requires The Sims 4 Game (Sold Separately) And All Game Updates To Play
Customize Kids Rooms – Build kids bedrooms that are both expressive and full of style. Excite your Sim’s imagination with colorful new furniture and themed decorations ranging from space robots to fun flower flourishes.
Battle with Monsters – Collect and trade monster cards featuring your Sim’s favorite magical creatures. Use cards in the electronic battle station to bring them to life and challenge friends to a monster duel that’s sure to excite.
Play with Puppets – With the all-new puppet theater and a bit of imagination, Sims can tell a variety of whimsical stories to entertain an audience of family and friends.
Kids Fashion – Trendy yet playful kids clothing and hairstyles let Sims showcase their individual style, or highlight obsession with the latest tween heartthrob.",5,139
Space Siege [Online Game Code],14.99,0.0,4.6,6,3,2,0,0,0,SEGA,Action_games,0,14,August,2008,Windows XP, Windows Vista,0,PC,0,"Tactical Combat Action - Outsmart your enemies by setting up ambushes, dodging attacks, ducking behind cover, and using any of the multiple special abilities available to you
Multiple Gameplay Paths - Define your game experience with the decisions you make
Customizable Robotic Partner - Upgrade HR-V, your robot companion, with armor, weapons and special equipment. Command HR-V to perform offensive and defensive tactical combat maneuvers or combine your efforts and unleash special attack combos.
Chilling Sci-Fi Story - Follow a multi-chapter storyline and make key decisions that determine the best means to deal with the ferocious alien menace. Interact with dozens of characters with their own histories and personalities - no more ""generic NPCs"".
Online Multiplayer - Up to 4 players can play cooperatively in a separate multiplayer campaign designed specifically for online play. Customize enemy difficulty and toughness to best fit your skill level.",5,145
The Amazing Spider-Man DLC Bundle [Download],9.99,0.0,2.8,6,1,1,0,0,2,ACTIVISION,Action_games,0,25,September,2012,Windows XP, Windows Vista,0,PC,0,0,0,0
Dark Tales 3 Poe's Premature Burial PC,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,ACTIVISION,Puzzle Games,0,0,0,0,Windows Vista, Windows XP Media Center Edition,CD-ROM,Pc,0,"Dark atmosphere
Incredible locations",2,4
Dead Space - PC,14.99,0.0,4.6,423,355,25,8,12,16,Electronic Arts,Shooter-action-game-genre, Shooter_action_games,0,0,0,Windows Vista, Windows XP,DVD-ROM,PC,0,"Dead Space for PC is sure to please any action, adventure gamer looking for a bloody battle against deadly aliens
Gameplay takes place on the USG Ishimura where the crew has been infected by an alien scourge
Neutralize the attacking enemies by shearing off limbs with powerful weapons
Telekinetic powers allow you to pick up objects (even the aliens own severed arms and legs) and hurl them at your advancing enemies
Battling enemies and solving puzzles takes on new challenges and present ingenious opportunities with the Zero-G gameplay",5,88
Wolfenstein II: The New Colossus - PC,18.99,21.0,4.1,272,152,59,16,8,35,Bethesda,Shooter-action-game-genre,0,0,0,0,Windows 8,0,DVD-ROM,PC,0,"America, 1961. Your assassination of Nazi General Deathshead was a short-lived victory. Despite the setback, the Nazis maintain their stranglehold on the world. You are BJ Blazkowicz, aka “Terror-Billy,” member of the Resistance, scourge of the Nazi empire, and humanity’s last hope for liberty. Only you have the guts, guns, and gumption to return stateside, kill every Nazi in sight, and spark the second American Revolution",1,66
Vampire: The Masquerade - Bloodlines 2: Unsanctioned Edition [Online Game Code],69.99,0.0,-1.0,-1,-1,-1,-1,-1,-1,Paradox Interactive,Role_playing_games,0,31,December,2022,Windows,0,0,PC,0,"Pre-Order Vampire: The Masquerade - Bloodlines 2 today for exclusive early access to the First Blood Pack, delivered at Day 1.
With the Bloodlines 2: Unsanctioned Blood Pack, call back to another, older Unsanctioned vampire's journey through the City of Angels.",2,41
Hidden World [Download],6.99,0.0,2.0,1,0,0,0,1,0,Alawar Entertainment,Time_management_game,0,11,April,2017,Windows XP, Windows Vista,0,PC,0,"48 addictive levels
Four stunning worlds
Four bonus levels
35 trophies
Tutorial",5,12
Nancy Drew: Secret of the Old Clock [Download],6.99,0.0,4.3,153,113,9,7,6,15,Her Interactive,Puzzle_games,0,27,January,2010,Windows Vista, Windows XP,0,0,Single player only,"Drive Nancy's Blue Roadster.
Go Back In Time To 1930.
Play Minature Golf.
Based On The First Nancy Drew Book.",4,20
Wolfenstein II: The New Colossus - PC,18.99,21.0,4.1,272,152,59,16,8,35,Bethesda,Shooter-action-game-genre,0,0,0,0,Windows 8,0,DVD-ROM,PC,0,"America, 1961. Your assassination of Nazi General Deathshead was a short-lived victory. Despite the setback, the Nazis maintain their stranglehold on the world. You are BJ Blazkowicz, aka “Terror-Billy,” member of the Resistance, scourge of the Nazi empire, and humanity’s last hope for liberty. Only you have the guts, guns, and gumption to return stateside, kill every Nazi in sight, and spark the second American Revolution",1,66
Nancy Drew: The Final Scene & Treasure In The Royal Tower - PC,-1.0,-1.0,3.7,21,7,3,6,0,2,DreamCatcher Games,Puzzle Games,0,0,0,0,Windows NT, Windows ME,CD-ROM,Pc,0,"In Nancy Drew - The Final Scene, Nancy's friend has been kidnapped and hidden in an old theater. You have three days to rescue before the building is demolished
Use your wits and stealth to sneak around as Nancy & find clues to this mystery
Meet with over 20 different characters & figure out which of them has a secret
In Nancy Drew - Treasure In The Royal Tower, you unravel the riddles in an old ski resort, to learn the secret it hides
The castle itself seems to be riddle or maze -- explore strange detours, mysterious artwork, and dead-end corridors",5,102
JC MYSTERY CASE FILES 8 ESCAPE RAVENHEA,7.0,0.0,3.7,12,5,1,1,1,1,Big Fish,Adventure-game-genre,0,0,0,0,0,0,0,Pc,0,JC MYSTERY CASE FILES 8 ESCAPE RAVENHEA,1,7
Assassin's Creed Origins Deluxe Edition - PC [Online Game Code],69.99,0.0,5.0,5,5,0,0,0,0,Ubisoft,Action_games,0,26,October,2017,Windows,0,0,PC,0,"GET A HEAD START WITH THE DELUXE EDITION – Start your adventure with powerful equipment and more.
THE MYSTERIES OF ANCIENT EGYPT – Discover lost tombs, the Great Pyramids, mummies, and the gods.
AN ORIGIN STORY – Start at the beginning and uncover the origin story of the Assassin's Brotherhood.
ALL-NEW COMBAT – Experience new combat mechanics and use powerful weapons to take down epic enemies.
MEANINGFUL QUESTS – Play intense stories with impactful objectives at your own pace.",5,79
Crysis 3 - Hunter Edition (PC DVD),-1.0,-1.0,4.0,62,31,14,4,6,4,Electronic Arts,Shooter Action Games,0,0,0,0,Windows PC,0,DVD-ROM,"Windows XP, 7",0,Hunter Edition,1,2
Crusader Kings II: Europa Universalis IV Converter (DLC) [Online Game Code],9.99,0.0,4.9,5,4,0,0,0,0,Paradox Interactive,Action_games,0,13,August,2013,Windows XP, Windows Vista,0,PC,0,"You can download your game or software order an unlimited number of times for personal use.
Please check the system requirements to verify this game works with your computer and/or operating system before purchase.
You can also shop for digital games on your mobile device.",3,45
